법정동코드,위도,경도,산출방식,코드보정
3023010400,36.390746,127.428832,면적중심,
3023010500,36.393945,127.416867,면적중심,
3023010600,36.407328,127.427081,면적중심,
3023010700,36.364585,127.442745,면적중심,
3023010800,36.374237,127.43622,면적중심,
3023010900,36.361528,127.426812,면적중심,
3023011000,36.362424,127.455019,면적중심,
3023011100,36.45072,127.422496,면적중심,
3023011200,36.446641,127.413798,면적중심,
3023011300,36.447438,127.399836,면적중심,
3023011400,36.436082,127.406926,면적중심,
3023011500,36.440533,127.420835,면적중심,
3023011600,36.424384,127.423293,면적중심,
3023011700,36.431927,127.433499,면적중심,
3023011800,36.403886,127.444741,면적중심,
3023011900,36.435184,127.450386,면적중심,
3023012000,36.413474,127.462556,면적중심,
3023012100,36.427626,127.469459,면적중심,
3023012200,36.440054,127.479133,면적중심,
3023012300,36.447346,127.491475,면적중심,
3023012400,36.443157,127.464667,면적중심,
3023012500,36.462146,127.473782,면적중심,
3023012600,36.447869,127.435798,면적중심,
3111010100,35.554786,129.334789,면적중심,
3111010200,35.555433,129.327889,면적중심,
3111010300,35.564537,129.32841,면적중심,
3111010400,35.559707,129.321206,면적중심,
3111010500,35.552824,129.32495,면적중심,
3111010600,35.552999,129.31752,면적중심,
3111010700,35.562478,129.316216,면적중심,
3111010800,35.562846,129.310226,면적중심,
3111010900,35.580968,129.30986,면적중심,
3111011000,35.567833,129.293744,면적중심,
3111011100,35.554157,129.292842,면적중심,
3111011200,35.572199,129.269534,면적중심,
3111011300,35.576501,129.348632,면적중심,
3111011400,35.579924,129.342391,면적중심,
3111011500,35.56706,129.346489,면적중심,
3111011600,35.590674,129.336676,면적중심,
3111011700,35.579454,129.330453,면적중심,
3111011800,35.557048,129.343566,면적중심,
3114010100,35.544984,129.26356,면적중심,
3114010200,35.53235,129.28159,면적중심,
3114010300,35.508992,129.299542,면적중심,
3114010400,35.535933,129.308398,면적중심,
3114010500,35.53726,129.326845,면적중심,
3114010600,35.542741,129.344701,면적중심,
3114010700,35.525406,129.356342,면적중심,
3114010800,35.524862,129.331177,면적중심,
3114010900,35.513586,129.327191,면적중심,
3114011000,35.501471,129.318606,면적중심,
3114011100,35.497966,129.33482,면적중심,
3114011200,35.500128,129.355176,면적중심,
3114011300,35.483638,129.345024,면적중심,
3114011400,35.46728,129.35942,면적중심,
3114011500,35.480781,129.362604,면적중심,
3114011600,35.476121,129.376714,면적중심,
3114011700,35.48909,129.375813,면적중심,
3114011800,35.504816,129.372444,면적중심,
3114011900,35.512381,129.371575,면적중심,
3117010100,35.493902,129.410761,면적중심,
3117010200,35.502648,129.415521,면적중심,
3117010300,35.498477,129.428201,내부점보정,
3117010400,35.515093,129.430603,면적중심,
3117010500,35.535988,129.443843,면적중심,
3117010600,35.557788,129.448147,면적중심,
3117010700,35.552282,129.427857,면적중심,
3117010800,35.531649,129.419816,면적중심,
3120010100,35.616918,129.368871,면적중심,
3120010200,35.628915,129.364299,면적중심,
3120010300,35.648594,129.3681,면적중심,
3120010400,35.604018,129.307193,면적중심,
3120010500,35.638386,129.346758,면적중심,
3120010600,35.662479,129.351831,면적중심,
3120010700,35.619411,129.334198,면적중심,
3120010800,35.648139,129.325298,면적중심,
3120010900,35.632113,129.309283,면적중심,
3120011000,35.603634,129.334875,면적중심,
3120011100,35.61546,129.411717,면적중심,
3120011200,35.604649,129.452107,면적중심,
3120011300,35.615458,129.442778,면적중심,
3120011400,35.647389,129.438063,면적중심,
3120011500,35.649138,129.399795,면적중심,
3120011600,35.591652,129.452419,면적중심,
3120011700,35.596704,129.418311,면적중심,
3120011800,35.630027,129.427518,면적중심,
3120011900,35.575934,129.422628,면적중심,
3120012000,35.548952,129.364672,면적중심,
3120012100,35.56614,129.3584,면적중심,
3120012200,35.581081,129.379427,면적중심,
3120012300,35.567073,129.37663,면적중심,
3120012400,35.553202,129.389153,면적중심,
3120012500,35.594159,129.37426,면적중심,
3120012600,35.604205,129.368502,면적중심,
3120012700,35.536373,129.399289,면적중심,
3171025000,35.430285,129.331208,면적중심,
3171025300,35.584772,129.159911,면적중심,
3171025600,35.417188,129.255814,면적중심,
3171025900,35.597028,129.246601,면적중심,
3171026200,35.492982,129.269157,면적중심,
3171026500,35.532225,129.09604,면적중심,
3171031000,35.367938,129.313077,면적중심,
3171034000,35.467288,129.19797,면적중심,
3171036000,35.662422,129.21163,면적중심,
3171037000,35.673058,129.144132,면적중심,
3171038000,35.593849,129.057344,면적중심,
3171040000,35.505215,129.153729,면적중심,
3611010100,36.492004,127.311498,면적중심,
3611010200,36.484408,127.30115,면적중심,
3611010300,36.477781,127.289848,면적중심,
3611010400,36.470415,127.27428,면적중심,
3611010500,36.470342,127.24631,면적중심,
3611010600,36.477439,127.254126,면적중심,
3611010700,36.486442,127.263808,면적중심,
3611010800,36.485283,127.248922,면적중심,
3611010900,36.494685,127.244899,면적중심,
3611011000,36.50139,127.263812,면적중심,
3611011100,36.503439,127.247331,면적중심,
3611011200,36.518699,127.235655,면적중심,
3611011300,36.517779,127.249562,면적중심,
3611011400,36.514676,127.260449,면적중심,
3611011500,36.533721,127.256524,면적중심,
3611011600,36.526342,127.270402,면적중심,
3611011700,36.524295,127.332039,면적중심,
3611011800,36.499234,127.329223,면적중심,
3611011900,36.503729,127.290611,면적중심,
3611012000,36.528915,127.291341,면적중심,
3611012100,36.5362,127.27519,면적중심,
3611012200,36.534678,127.321437,면적중심,
3611012300,36.538986,127.309168,면적중심,
3611025000,36.607977,127.286308,면적중심,
3611031000,36.544559,127.249918,면적중심,
3611032000,36.55267,127.329903,면적중심,
3611033000,36.524078,127.378913,면적중심,
3611034000,36.451927,127.298492,면적중심,
3611035000,36.502929,127.207655,면적중심,
3611036000,36.584143,127.245843,면적중심,
3611037000,36.661653,127.188294,면적중심,
3611038000,36.6564,127.250226,면적중심,
3611039000,36.714466,127.168984,면적중심,
4111112900,37.321842,126.997155,면적중심,
4111113000,37.297623,126.992533,면적중심,
4111113100,37.318632,126.978117,면적중심,
4111113200,37.30365,126.969249,면적중심,
4111113300,37.29635,126.977727,면적중심,
4111113400,37.291223,127.013607,면적중심,
4111113500,37.30643,127.002288,내부점보정,
4111113600,37.304051,127.01508,면적중심,
4111113700,37.294227,127.02762,면적중심,
4111113800,37.335189,127.017817,면적중심,
4111113900,37.317782,127.028328,면적중심,
4111312600,37.254845,127.00981,면적중심,
4111312700,37.258612,126.997113,면적중심,
4111312800,37.247851,126.982065,면적중심,
4111312900,37.242488,126.967351,면적중심,
4111313000,37.241459,126.995115,면적중심,
4111313100,37.270156,126.987696,면적중심,
4111313200,37.280866,126.970454,면적중심,
4111313300,37.266311,126.973995,면적중심,
4111313400,37.273694,126.944281,면적중심,
4111313500,37.262473,126.953077,면적중심,
4111313600,37.238316,127.031148,면적중심,
4111313700,37.250011,127.026907,면적중심,
4111313800,37.238279,127.005632,면적중심,
4111313900,37.231205,127.014433,면적중심,
4111314000,37.292293,126.957898,면적중심,
4111314100,37.28862,126.940149,면적중심,
4111512000,37.280556,127.016656,면적중심,
4111512100,37.278396,127.016952,면적중심,
4111512200,37.276196,127.015553,면적중심,
4111512300,37.279948,127.012553,면적중심,
4111512400,37.276309,127.018537,면적중심,
4111512500,37.273787,127.01655,면적중심,
4111512600,37.273642,127.0181,면적중심,
4111512700,37.282241,127.020957,면적중심,
4111512800,37.285565,127.020823,면적중심,
4111512900,37.285585,127.016602,면적중심,
4111513000,37.283531,127.012825,면적중심,
4111513100,37.286492,127.012922,면적중심,
4111513200,37.271938,127.012969,면적중심,
4111513300,37.267948,127.016216,면적중심,
4111513400,37.267442,127.00087,면적중심,
4111513500,37.267114,127.005114,면적중심,
4111513600,37.271083,127.009488,면적중심,
4111513700,37.274317,127.003088,면적중심,
4111513800,37.283082,126.994235,면적중심,
4111513900,37.280427,127.025034,면적중심,
4111514000,37.284821,127.035252,면적중심,
4111514100,37.268737,127.029893,면적중심,
4111710100,37.261721,127.04894,면적중심,
4111710200,37.273244,127.056888,면적중심,
4111710300,37.301287,127.047703,면적중심,
4111710400,37.287253,127.072555,면적중심,
4111710500,37.255052,127.072413,면적중심,
4111710600,37.248059,127.047292,면적중심,
4111710700,37.240291,127.05201,면적중심,
4113110100,37.446885,127.146474,면적중심,
4113110200,37.446479,127.12988,면적중심,
4113110300,37.43697,127.128633,면적중심,
4113110400,37.454936,127.157299,면적중심,
4113110500,37.456607,127.152865,면적중심,
4113110600,37.464152,127.166333,면적중심,
4113110700,37.459227,127.131096,면적중심,
4113110800,37.467931,127.147844,면적중심,
4113110900,37.458369,127.109333,면적중심,
4113111000,37.453031,127.108664,면적중심,
4113111100,37.4464,127.102408,면적중심,
4113111200,37.432336,127.095342,면적중심,
4113111300,37.426248,127.065032,면적중심,
4113111400,37.433359,127.113541,면적중심,
4113111500,37.418968,127.102189,면적중심,
4113111600,37.409302,127.072317,면적중심,
4113111700,37.414491,127.112772,면적중심,
4113310100,37.431362,127.132721,면적중심,
4113310300,37.447514,127.167262,면적중심,
4113310400,37.460219,127.174277,면적중심,
4113310500,37.439868,127.177981,면적중심,
4113310600,37.420654,127.130775,면적중심,
4113310700,37.413858,127.159196,면적중심,
4113310800,37.422427,127.175233,면적중심,
4113310900,37.428151,127.145897,면적중심,
4113313200,37.439946,127.15221,면적중심,
4113510100,37.368891,127.144651,면적중심,
4113510200,37.37274,127.122855,면적중심,
4113510300,37.364405,127.115504,면적중심,
4113510400,37.386444,127.158627,면적중심,
4113510500,37.382264,127.134437,면적중심,
4113510600,37.395981,127.131434,면적중심,
4113510700,37.406288,127.144603,면적중심,
4113510800,37.393025,127.093567,면적중심,
4113510900,37.401991,127.108734,면적중심,
4113511000,37.384988,127.108811,내부점보정,
4113511100,37.357838,127.097748,면적중심,
4113511200,37.371076,127.093147,면적중심,
4113511300,37.354169,127.085777,면적중심,
4113511400,37.343756,127.119409,면적중심,
4113511500,37.393049,127.059714,면적중심,
4113511600,37.369427,127.064777,면적중심,
4113511700,37.378375,127.042259,면적중심,
4113511800,37.382174,127.074454,면적중심,
4115010100,37.737471,127.042223,면적중심,
4115010200,37.712311,127.034376,면적중심,
4115010300,37.707307,127.063251,면적중심,
4115010400,37.73768,127.065987,면적중심,
4115010500,37.73081,127.080874,면적중심,
4115010600,37.746644,127.112342,면적중심,
4115010700,37.756797,127.114098,면적중심,
4115010800,37.76762,127.100377,면적중심,
4115010900,37.757086,127.066568,면적중심,
4115011000,37.744147,127.020592,면적중심,
4115011100,37.761518,127.03066,면적중심,
4115011200,37.730382,127.103697,면적중심,
4115011300,37.717486,127.104522,면적중심,
4117110100,37.388877,126.91633,면적중심,
4117110200,37.426149,126.918482,면적중심,
4117110300,37.396645,126.889756,면적중심,
4117310100,37.4132,126.946635,면적중심,
4117310200,37.405276,126.965195,면적중심,
4117310300,37.388741,126.967999,면적중심,
4117310400,37.378033,126.954472,면적중심,
4119210100,37.494705,126.792401,면적중심, · 기준코드
4119210200,37.489198,126.780935,면적중심, · 기준코드
4119210300,37.502466,126.802357,면적중심, · 기준코드
4119210400,37.513394,126.785315,면적중심, · 기준코드
4119210500,37.5134,126.768969,면적중심, · 기준코드
4119210600,37.485996,126.795164,면적중심, · 기준코드
4119210700,37.490236,126.807487,면적중심, · 기준코드
4119210800,37.500644,126.769233,면적중심, · 기준코드
4119210900,37.500657,126.751885,면적중심, · 기준코드
4119410100,37.473459,126.795335,면적중심, · 기준코드
4119410200,37.478374,126.779811,면적중심, · 기준코드
4119410300,37.469159,126.813569,면적중심, · 기준코드
4119410400,37.481077,126.812153,면적중심, · 기준코드
4119410500,37.481756,126.762773,면적중심, · 기준코드
4119410600,37.468048,126.823373,면적중심, · 기준코드
4119410700,37.464482,126.807027,면적중심, · 기준코드
4119610100,37.530468,126.783781,면적중심, · 기준코드
4119610200,37.512624,126.798911,면적중심, · 기준코드
4119610300,37.513151,126.816148,면적중심, · 기준코드
4119610400,37.526994,126.804112,면적중심, · 기준코드
4119610500,37.532098,126.815135,면적중심, · 기준코드
4119610600,37.542093,126.775556,면적중심, · 기준코드
4119610700,37.524109,126.767151,면적중심, · 기준코드
4119610800,37.521127,126.779879,면적중심, · 기준코드
4121010100,37.471695,126.852635,면적중심,
4121010200,37.479421,126.868922,면적중심,
4121010300,37.459054,126.869881,면적중심,
4121010400,37.439752,126.881866,면적중심,
4121010500,37.440696,126.850927,면적중심,
4121010600,37.41996,126.882602,면적중심,
4121010700,37.414872,126.86061,면적중심,
4121010800,37.466408,126.836729,면적중심,
4122010100,37.066931,127.056428,면적중심,
4122010200,37.045672,127.063496,면적중심,
4122010300,37.033399,127.076041,면적중심,
4122010400,37.030812,127.090745,면적중심,
4122010500,37.026195,127.106725,면적중심,
4122010600,37.05376,127.108799,면적중심,
4122010700,37.044601,127.083121,면적중심,
4122010800,37.058436,127.085917,면적중심,
4122010900,37.058275,127.068171,면적중심,
4122011000,37.075858,127.079419,면적중심,
4122011100,37.08741,127.069371,면적중심,
4122011200,37.084708,127.051527,면적중심,
4122011300,36.989813,127.084592,면적중심,
4122011400,36.992892,127.076573,면적중심,
4122011500,36.982371,127.088494,면적중심,
4122011600,36.975857,127.112439,면적중심,
4122011700,36.985792,127.102936,면적중심,
4122011800,36.999832,127.104416,면적중심,
4122011900,37.015687,127.09565,면적중심,
4122012000,37.010119,127.08106,면적중심,
4122012100,37.017888,127.066088,면적중심,
4122012200,36.999551,127.06294,면적중심,
4122012300,36.984966,127.128753,면적중심,
4122012400,36.999856,127.136816,면적중심,
4122012500,37.022959,127.14078,면적중심,
4122012600,37.026146,127.12586,면적중심,
4122012700,37.009779,127.124191,면적중심,
4122012800,37.043922,127.039311,면적중심,
4122025000,36.961346,127.036888,면적중심,
4122025300,36.991023,126.936606,면적중심,
4122025600,36.973775,126.858567,면적중심,
4122025900,37.0449,126.934061,면적중심,
4122031000,37.108066,127.08808,면적중심,
4122032000,37.102141,127.02145,면적중심,
4122033000,37.03492,127.00685,내부점보정,
4122034000,37.003334,126.991424,면적중심,
4122037000,36.944699,126.932135,면적중심,
4125010100,37.878542,127.06753,면적중심,
4125010200,37.889882,127.06457,면적중심,
4125010300,37.903857,127.063579,면적중심,
4125010400,37.905657,127.100205,면적중심,
4125010500,37.925748,127.095809,면적중심,
4125010600,37.923852,127.066419,면적중심,
4125010700,37.93379,127.059309,면적중심,
4125010800,37.930728,127.032277,면적중심,
4125010900,37.94806,127.061431,면적중심,
4125011000,37.964514,127.069962,면적중심,
4125011100,37.887208,127.119823,면적중심,
4125011200,37.909126,127.031497,면적중심,
4127110100,37.312099,126.870066,면적중심,
4127110200,37.310814,126.853423,면적중심,
4127110300,37.292533,126.840042,면적중심,
4127110400,37.287598,126.863582,면적중심,
4127110500,37.290983,126.886438,면적중심,
4127110600,37.351884,126.846749,면적중심,
4127110700,37.334537,126.868085,면적중심,
4127110800,37.321933,126.848896,면적중심,
4127110900,37.335295,126.846739,면적중심,
4127111000,37.307677,126.888624,면적중심,
4127111100,37.308509,126.905215,면적중심,
4127111200,37.29507,126.922297,면적중심,
4127111300,37.365851,126.884274,면적중심,
4127111400,37.352663,126.877694,면적중심,
4127111500,37.354789,126.861814,면적중심,
4127310100,37.318763,126.83146,면적중심,
4127310200,37.33978,126.826847,면적중심,
4127310300,37.331241,126.769198,면적중심,
4127310400,37.314641,126.749501,면적중심,
4127310500,37.309632,126.788579,면적중심,
4127310600,37.309469,126.774056,면적중심,
4127310700,37.310783,126.808354,면적중심,
4127310800,37.327535,126.796233,면적중심,
4127310900,37.343569,126.806019,면적중심,
4127311000,37.25007,126.60219,면적중심,
4127311100,37.260358,126.570296,면적중심,
4127311200,37.220642,126.571511,면적중심,
4127311300,37.218833,126.639272,면적중심,
4127311400,37.10585,126.38781,내부점보정,
4127311500,37.356128,126.828284,면적중심,
4128110100,37.661126,126.827207,면적중심,
4128110200,37.6717,126.856893,면적중심,
4128110300,37.671741,126.879859,면적중심,
4128110400,37.647627,126.87103,면적중심,
4128110500,37.625162,126.862394,면적중심,
4128110600,37.650556,126.847988,면적중심,
4128110700,37.646612,126.971174,면적중심,
4128110800,37.670647,126.97218,면적중심,
4128110900,37.666643,126.937712,면적중심,
4128111000,37.666022,126.910759,면적중심,
4128111100,37.650963,126.887712,면적중심,
4128111200,37.641487,126.897121,면적중심,
4128111300,37.624881,126.889714,면적중심,
4128111400,37.726698,126.911608,면적중심,
4128111500,37.69319,126.912198,면적중심,
4128111600,37.707149,126.898741,면적중심,
4128111700,37.697938,126.885933,면적중심,
4128111800,37.701626,126.862296,면적중심,
4128111900,37.723068,126.854078,면적중심,
4128112000,37.623207,126.812345,면적중심,
4128112100,37.638524,126.803387,면적중심,
4128112200,37.635474,126.813019,면적중심,
4128112300,37.637361,126.834664,면적중심,
4128112400,37.60449,126.842718,면적중심,
4128112500,37.605393,126.826849,면적중심,
4128112600,37.605405,126.814489,면적중심,
4128112700,37.621973,126.783392,면적중심,
4128112800,37.619574,126.84063,면적중심,
4128112900,37.606747,126.872246,면적중심,
4128113000,37.591433,126.850493,면적중심,
4128113100,37.583929,126.865516,면적중심,
4128113200,37.59994,126.893211,면적중심,
4128510100,37.678918,126.816118,면적중심,
4128510200,37.686079,126.784762,면적중심,
4128510300,37.670457,126.778017,면적중심,
4128510400,37.647432,126.759385,면적중심,
4128510500,37.659122,126.783435,면적중심,
4128510600,37.641656,126.789312,면적중심,
4128510700,37.667552,126.798196,면적중심,
4128510800,37.651128,126.80806,면적중심,
4128510900,37.697065,126.841604,면적중심,
4128511000,37.716603,126.830227,면적중심,
4128511100,37.720813,126.806502,면적중심,
4128511200,37.700039,126.823998,면적중심,
4128511300,37.702561,126.795649,면적중심,
4128710100,37.683303,126.770017,면적중심,
4128710200,37.671271,126.76189,면적중심,
4128710300,37.697748,126.768776,면적중심,
4128710400,37.672453,126.741072,면적중심,
4128710500,37.695845,126.743676,면적중심,
4128710600,37.691139,126.720465,면적중심,
4128710700,37.683836,126.690603,면적중심,
4128710800,37.665442,126.714081,면적중심,
4129010100,37.44201,126.986506,면적중심,
4129010200,37.41785,127.002445,면적중심,
4129010300,37.415441,126.979395,면적중심,
4129010400,37.427529,127.025556,면적중심,
4129010500,37.45176,126.996752,면적중심,
4129010600,37.449513,127.025002,면적중심,
4129010700,37.433971,126.976946,면적중심,
4129010800,37.42168,126.991639,면적중심,
4129010900,37.427816,126.99566,면적중심,
4129011000,37.435321,126.998905,면적중심,
4131010100,37.631641,127.118123,면적중심,
4131010200,37.635173,127.138906,면적중심,
4131010300,37.613656,127.132543,면적중심,
4131010400,37.59086,127.124979,면적중심,
4131010500,37.594591,127.148915,면적중심,
4131010600,37.570137,127.11451,면적중심,
4131010700,37.579465,127.148417,면적중심,
4136010100,37.663845,127.249537,면적중심,
4136010200,37.64644,127.235204,면적중심,
4136010300,37.632033,127.212158,면적중심,
4136010400,37.621392,127.184297,면적중심,
4136010500,37.609505,127.195323,면적중심,
4136010600,37.59642,127.198305,면적중심,
4136010800,37.590679,127.174148,면적중심,
4136010900,37.602423,127.165489,면적중심,
4136011000,37.600583,127.153484,면적중심,
4136011100,37.666285,127.114494,면적중심,
4136011200,37.613823,127.159896,면적중심,
4136025000,37.594023,127.247108,면적중심,
4136025300,37.725539,127.193686,면적중심,
4136025600,37.652823,127.315943,면적중심,
4136025900,37.657929,127.185148,면적중심,
4136026200,37.693813,127.23146,면적중심,
4136026500,37.653495,127.143209,면적중심,
4136031000,37.709873,127.126246,면적중심,
4136034000,37.726332,127.304096,면적중심,
4136036000,37.566798,127.299056,면적중심,
4137010100,37.149589,127.0716,면적중심,
4137010200,37.153433,127.089329,면적중심,
4137010300,37.141249,127.082668,면적중심,
4137010400,37.160891,127.054742,면적중심,
4137010500,37.152719,127.056619,면적중심,
4137010600,37.162166,127.036004,면적중심,
4137010700,37.173656,127.046506,면적중심,
4137010800,37.167954,127.062576,면적중심,
4137010900,37.161316,127.073128,면적중심,
4137011000,37.179293,127.062236,면적중심,
4137011100,37.19172,127.056055,면적중심,
4137011200,37.189754,127.020264,면적중심,
4137011300,37.187595,127.039873,면적중심,
4137011400,37.176486,127.026271,면적중심,
4137011500,37.173836,127.008057,면적중심,
4137011600,37.150438,127.039061,면적중심,
4137011700,37.140754,127.037877,면적중심,
4137011800,37.131657,127.044032,면적중심,
4137011900,37.135523,127.04861,면적중심,
4137012000,37.139414,127.054925,면적중심,
4137012100,37.146356,127.055354,면적중심,
4137012200,37.133361,127.084566,면적중심,
4137012300,37.129652,127.08438,면적중심,
4137012400,37.130759,127.07083,면적중심,
4139010100,37.454998,126.789007,면적중심,
4139010200,37.43868,126.780088,면적중심,
4139010300,37.416555,126.766055,면적중심,
4139010400,37.403528,126.776883,면적중심,
4139010500,37.418152,126.789403,면적중심,
4139010600,37.435149,126.800335,면적중심,
4139010700,37.429995,126.815129,면적중심,
4139010800,37.415882,126.811492,면적중심,
4139010900,37.407014,126.819628,면적중심,
4139011000,37.398632,126.835465,면적중심,
4139011200,37.4421,126.831758,면적중심,
4139011300,37.451723,126.812184,면적중심,
4139011700,37.361616,126.817497,면적중심,
4139011800,37.368724,126.810957,면적중심,
4139011900,37.39792,126.800417,면적중심,
4139012000,37.394422,126.814506,면적중심,
4139012100,37.380888,126.816285,면적중심,
4139012200,37.38445,126.835715,면적중심,
4139012300,37.372022,126.836712,면적중심,
4139012400,37.373965,126.862209,면적중심,
4139012500,37.395331,126.856551,면적중심,
4139012600,37.39115,126.86998,면적중심,
4139012700,37.354909,126.77566,면적중심,
4139012800,37.360772,126.794346,면적중심,
4139012900,37.379857,126.797632,면적중심,
4139013000,37.382531,126.783534,면적중심,
4139013100,37.383879,126.758275,면적중심,
4139013200,37.34079,126.722042,면적중심,
4139013300,37.349632,126.762102,면적중심,
4139013400,37.415772,126.840332,면적중심,
4139013500,37.370151,126.723792,면적중심,
4141010100,37.34847,126.941185,면적중심,
4141010200,37.351926,126.953953,면적중심,
4141010300,37.329728,126.935452,면적중심,
4141010400,37.361123,126.922854,면적중심,
4141010500,37.360712,126.939919,면적중심,
4141010600,37.326888,126.892024,면적중심,
4141010700,37.343602,126.900264,면적중심,
4141010800,37.329327,126.918423,면적중심,
4141010900,37.312622,126.922779,면적중심,
4143010100,37.345423,126.969434,면적중심,
4143010200,37.335165,126.959382,면적중심,
4143010300,37.321985,126.95652,면적중심,
4143010400,37.342116,126.992619,면적중심,
4143010500,37.359168,126.983788,면적중심,
4143010600,37.376059,127.01355,면적중심,
4143010700,37.377418,126.983916,면적중심,
4143010800,37.401286,127.020554,면적중심,
4143010900,37.396149,126.990305,면적중심,
4143011000,37.309275,126.956496,면적중심,
4143011100,37.311318,126.939205,면적중심,
4145010100,37.528137,127.214407,면적중심,
4145010200,37.510694,127.228967,면적중심,
4145010300,37.535652,127.233972,면적중심,
4145010400,37.5222,127.26177,면적중심,
4145010500,37.490502,127.232825,면적중심,
4145010600,37.543657,127.215429,면적중심,
4145010700,37.557192,127.226759,면적중심,
4145010800,37.545645,127.202226,면적중심,
4145010900,37.567532,127.191343,면적중심,
4145011000,37.550389,127.190051,면적중심,
4145011100,37.568675,127.209418,면적중심,
4145011200,37.582974,127.187043,면적중심,
4145011300,37.522202,127.15704,면적중심,
4145011400,37.510741,127.152736,면적중심,
4145011500,37.498538,127.166332,면적중심,
4145011600,37.47873,127.161901,면적중심,
4145011700,37.522033,127.206305,면적중심,
4145011800,37.522872,127.188943,면적중심,
4145011900,37.509908,127.205452,면적중심,
4145012000,37.493059,127.19585,면적중심,
4145012100,37.50131,127.184865,면적중심,
4145012200,37.536997,127.182788,면적중심,
4145012300,37.536096,127.166852,면적중심,
4145012400,37.518608,127.174826,면적중심,
4146110100,37.235311,127.202633,면적중심,
4146110200,37.241168,127.186387,면적중심,
4146110300,37.240183,127.165574,면적중심,
4146110400,37.221154,127.199827,면적중심,
4146110500,37.25847,127.198986,면적중심,
4146110600,37.248064,127.227394,면적중심,
4146110700,37.230325,127.233507,면적중심,
4146110800,37.209926,127.247515,면적중심,
4146110900,37.191554,127.250471,면적중심,
4146111000,37.188411,127.274609,면적중심,
4146125000,37.290496,127.217563,면적중심,
4146125300,37.326441,127.218166,면적중심,
4146125600,37.164693,127.211161,면적중심,
4146125900,37.132648,127.15665,면적중심,
4146134000,37.163233,127.313334,면적중심,
4146135000,37.14376,127.379804,면적중심,
4146136000,37.24193,127.288647,면적중심,
4146310100,37.283081,127.101391,면적중심,
4146310200,37.27748,127.12298,면적중심,
4146310300,37.265509,127.110879,면적중심,
4146310400,37.25062,127.091348,면적중심,
4146310500,37.255478,127.11636,면적중심,
4146310600,37.238888,127.139573,면적중심,
4146310700,37.238277,127.113494,면적중심,
4146310800,37.224522,127.114696,면적중심,
4146310900,37.227282,127.082295,면적중심,
4146311000,37.240027,127.074961,면적중심,
4146311100,37.273122,127.082502,면적중심,
4146311200,37.293924,127.129844,면적중심,
4146311300,37.306688,127.127504,면적중심,
4146311400,37.296621,127.150889,면적중심,
4146311500,37.285599,127.163197,면적중심,
4146311600,37.26877,127.158369,면적중심,
4146311700,37.26161,127.143473,면적중심,
4146311800,37.309355,127.10713,면적중심,
4146510100,37.323825,127.092214,면적중심,
4146510200,37.329528,127.123432,면적중심,
4146510300,37.341273,127.076562,면적중심,
4146510400,37.35628,127.04429,면적중심,
4146510500,37.332352,127.057635,면적중심,
4146510600,37.319318,127.060558,면적중심,
4146510700,37.303831,127.076465,면적중심,
4148010100,37.758776,126.770351,면적중심,
4148010200,37.765304,126.785972,면적중심,
4148010400,37.775658,126.761326,면적중심,
4148010500,37.784992,126.746339,면적중심,
4148010600,37.779013,126.730563,면적중심,
4148010700,37.75043,126.752803,면적중심,
4148010800,37.71266,126.761594,면적중심,
4148010900,37.736638,126.726665,면적중심,
4148011000,37.748707,126.725392,면적중심,
4148011100,37.728672,126.779585,면적중심,
4148011200,37.700106,126.696198,면적중심,
4148011300,37.712205,126.723286,면적중심,
4148011400,37.741535,126.750127,면적중심,
4148011500,37.716271,126.689931,면적중심,
4148011600,37.750814,126.693592,면적중심,
4148011700,37.726202,126.737987,면적중심,
4148011800,37.758799,126.746133,면적중심,
4148011900,37.713411,126.698019,면적중심,
4148012000,37.734975,126.691074,면적중심,
4148012100,37.74512,126.709657,면적중심,
4148012200,37.729156,126.759677,면적중심,
4148012300,37.751657,126.786522,면적중심,
4148025000,37.874168,126.780405,면적중심,
4148025300,37.828606,126.814911,면적중심,
4148025600,37.867117,126.892969,면적중심,
4148026200,37.750815,126.823005,면적중심,
4148031000,37.796853,126.789478,면적중심,
4148032000,37.805077,126.710207,면적중심,
4148035000,37.77668,126.883007,면적중심,
4148036000,37.914311,126.851316,면적중심,
4148037000,37.958279,126.931013,면적중심,
4148038000,37.932563,126.728168,면적중심,
4148039000,37.873262,126.706664,면적중심,
4148040000,37.942563,126.798632,면적중심,
4148041000,37.955399,126.711633,면적중심,
4150010100,37.283481,127.44524,면적중심,
4150010200,37.279969,127.425651,면적중심,
4150010300,37.275127,127.440906,면적중심,
4150010400,37.262033,127.430287,면적중심,
4150010500,37.258854,127.443052,면적중심,
4150010600,37.268359,127.454434,면적중심,
4150010700,37.276555,127.460653,면적중심,
4150010800,37.286975,127.46701,면적중심,
4150010900,37.293247,127.454795,면적중심,
4150011000,37.296486,127.439516,면적중심,
4150011100,37.294911,127.417894,면적중심,
4150011200,37.224615,127.45092,면적중심,
4150011300,37.209172,127.46112,면적중심,
4150011400,37.240676,127.462555,면적중심,
4150011500,37.253438,127.456081,면적중심,
4150025000,37.134708,127.596422,면적중심,
4150025300,37.273131,127.50701,면적중심,
4150031000,37.313656,127.410415,면적중심,
4150032000,37.325548,127.482556,면적중심,
4150033000,37.2152,127.411971,면적중심,
4150034000,37.249658,127.370818,면적중심,
